Title,Description,Score
Dev Ops/Systems Administrator,"DevOps / Systems Administrator – UNIX (Job #1200003)\r            \r            Location:  Lisle, IL\r              \r            SubscriberMail provides hundreds of leading organizations with sophisticated Software-as-a-Service tools to develop and deliver professional marketing communications. By using modern technologies and techniques in a distributed high-throughput, high-availability environment, we are looking to develop innovative digital marketing solutions that continue to meet the evolving needs of our clients. SubscriberMail offers a challenging, fulfilling environment that encourages a forward-thinking approach to projects and an opportunity for all employees to contribute to the long-term vision of the company's products and services.  SubscriberMail located in the first class office complexes, with amenities such as an on-site health club, cafeteria, convenience store and covered parking. \r            \r             \r            Position Summary\r              \r             The ideal candidate should be experienced in desktop support and should be highly versed in the UNIX system. They should have a strong work ethic and be prepared to be part of a 24x7, on-call support team when a systems issue develops. They must be organized, and develop strong documentation of policies and procedures for the work and processes they establish. They should also have strong interpersonal and communications skills to be able to communicate technical issues with co-workers, clients and management in a comprehensible manner. This is a security sensitive position.\r              \r            Key Duties / Responsibilities:\r              \r            Perform system management functions including incident management, fault isolation and resolution, security management, and systems and network integration. Participates in on-call support as required. Provides technical leadership regarding systems configuration management, troubleshooting and system s management methodologies and practices. Analyzes system and application software malfunctions and corrects or assists in problem resolution. Maintains, analyzes, troubleshoots, and repairs computer systems, hardware and computer peripherals. This position is also responsible for providing support for all desktops and peripherals. Maintain all computer hardware, software and communications equipment. \r            \r                Perform Backup and Disaster Recovery systems management functions. \r                Optimize the technical performance and capacity characteristics of system operating environments. \r                Ensures controlled administration of changes supporting the systems operating environment.  \r                Perform system installations, refreshes, and upgrades (i.e. database, operating system, and application).\r            \r              \r               \r            Physical Requirements / Working Conditions \r            \r                Office\r            \r              \r            \r            \r            \r              ",0.587498
Tax Accountant (CPA Firm),"Responsibilities: Our Tempe, Arizona client (a local CPA Firm) is seeking a Tax Accountant. The ideal candidate will prepare tax return Forms 1040, 1065, 1120, and 1120S as well as participate in tax planning and consulting. Our client is looking for a self-starter; a motivated personality that wishes to be a part of a dynamic organization in the process of strong growth. They are looking for someone that is passionate about tax accounting and wants to contribute to a great team! To be considered please apply confidentially today.\r\n\r\nKforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.\r\n\r\nJob Ref#: 2312~WQG~1160259P1~99",0.58381456
Scheduler #11-0144 (TEMP),"Engineering Innovation\rManufacturing Excellence\rWe Fly with the Fastest...\r\r\rToday, we're seeking a temporary Scheduler to help drive our growth!  With minimal direction, the Scheduler coordinates program schedules and cross-functional teams for assigned aerospace/Space components programs and projects to execute on-time design development and product delivery.\r\rWith 70+ years of experience and reliability, our products are aboard virtually every major commercial, military avionic and space vehicle program. Our talented, loyal and dedicated employees provide highest quality and innovative solutions, products and services to meet our customers’ needs.",0.5800255
Tax Accountant with Leading Manufacturing Company,"Our client is an extremely successful manufacturing company, distributing their products to over 100 countries. \r\rThe Tax Accountant is responsible for the preparation of domestic and international income tax filings, performs tax research, and primarily focuses on Sales & Use Tax Compliance.  Specific responsibilities include the following:\r\r\r    Applies, analyzes and begins to interpret standard theories, concepts, methods, and techniques to a single functional area.\r    Investigates and analyzes typical issues and prepares recommendations for policy/process action.\r    Gather and analyze data \r    Responsible for compiling financial information necessary for all tax reporting\r    Responsible for preparation of Federal and State Income Tax Returns, extensions and estimated payments\r    Maintains G/L tax accounts\r    Assist with preparation of sales and use tax returns\r    Coordinate with finance personnel as well as personnel in other departments\r    Ability to successfully research tax issues\r    Develop and maintain in-depth knowledge of federal and state income tax laws, regulations and current developments\r    Knowledge of general accounting principles and financial systems\r\r",0.5796111
Sr. Accountant – Corporate Accounting and Financial Reporting,"The Senior Accountant will be responsible for the daily and month-end accounting for several of the Group’s corporate (non-trading or customer brokerage) entities and consolidation accounting and related functions (see next paragraph). This includes profit & loss variance review, cash reconciliations, fixed assets capitalization and depreciation, processing inter-company accruals and performing accounts payable review and transfer to general ledger, expense accrual analysis and recording and reconciling compensation and related benefits. Additional individual company responsibilities include processing inter-company pay downs and generating reports for the monthly financial reporting package to senior management.\r \rAn important element of this role will be assisting in the preparation of the consolidation for the Group and for the Company, as well as assisting in the preparation of quarterly and year-end consolidated financial statements and footnotes (and supporting documentation) for inclusion in SEC, Regulatory and other filings. Supplementing these responsibilities will be GAAP and SEC accounting research, including EPS lease and stock compensation accounting, and other ad hoc projects, documenting procedures, and assisting in interim, exchange and year-end audits. \r ",0.57914937
Accounting / Cash Management,"Credit Union in Tacoma seeking to fill a postion in our Accuonting Department.\rThis position is responsible for cash management, incoming and outgoing wire transfers, reconciling various general ledger accounts, and researching and correcting various member account and/or clerical discrepancies.  ",0.57826483
"$24K-30K (with bonus) and benefits Shipping, Picking, and Packin","My client in South Torrance is seeking a warehouse clerk with recent experience with shipping, picking, and packing.  This company offers great benefits and a solid working environment.  Therefore they seek candidates with a can do attitude, hard work ethic, and overall well rounded personality.  They want someone who gets excited for life and shows enthusiasm in an interview.  This is a full time position.  They seek someone with recent experience doing shipping, picking, and packing.  This means you have experience from start to finish.  You will need to pull orders, pick then, pack them, and then use their system to ship both domestically and internationally.  This person MUST have recent working experience.  If you have this experience paired with solid work longevity (not a job hopper) that would be a shoe in.  This is a stepping stone opportunity.  They hope to promote this person to Quality Assurance and inventory management.  Company offers $24K/year with a annual bonus and benefits including 401K matching and 2 weeks paid vacation. They wants someone to grow with them and someone who is excited to work there.  Huge opportunity for growth!  If you feel you meet these requirements; please send your resume in word format.\r\nThank you!  We are an equal employment opportunity employer.",0.576825
Accounts Payable Analyst,"Southeast Michigan Transportation Company, that services the greater Metro-Detroit Area, is looking for an Accounts Payable Analyst.\r \rAccounts Payable Analyst \rDuties/Requirements:\r\r    Leads accounts payable process for Retail Accounting \r    Responsible for timeliness and accuracy of accounting for accounts payable\r    Following pre-established policies and procedures, processes invoices for payment\r    Ensures invoices are authorized and properly coded\r    Generates checks and tracks monthly expenses\r    Responds to vendor and/or team member questions and inquiries\r    Reconciles month-end statements\r    Sets up and maintains files\r    Generates and maintains accounts payable data using latest computer technology\r    Maintains appropriate internal controls\r    Revision of all payments of invoices prior to submission to Executive Management for approval\r    Monitoring of Accounts Payable Aging and subsequent resolution of all delinquent items\r    Set-up and review of all vendor accounts and records\r    Assisting with month end close, preparing recommendations for AP accruals and reconciling the AP general ledger to the subsidiary ledger\r    Coordinating with the Treasury and Accounting departments to reconcile outstanding items and resolve\r    Resolution of all escalated supplier inquiries and processing of all sensitive vendor accounts\r    Annual preparation and timely delivery of vendor 1099s\r    Provide timely Accounts Payable metrics to identify areas of opportunity and improvement\r",0.5759058
Staff Accountant- Temp to Hire,"Provide accounting and finance functions, including but not limited to A/P, A/R, General Ledger, and financial statement preparation.  Candidate will work within accounting and finance policies and procedures.  Candidate will support external and internal accounting and financial reporting to include financial statements, internal reporting to include budget versus actual costs, and other reporting as required.   ",0.5754747
Treasury Specialist V- Financial Analyst,"The Maryland State Treasurer’s Office is seeking a Financial Analyst with strong analytical and organizational skills to join the Division of Debt Management.  The Division of Debt Management is responsible for the issuance, analysis, record keeping, and payment of approximately $7 billion of General Obligation Bonds outstanding, which are rated AAA by all three rating agencies, as well as outstanding monies for capital and energy leases.  \r\rThe Financial Analyst is responsible for maintaining accurate debt service schedules, coordinating the timely processing of debt service payments, coordinating the Qualified Zone Academy Bond program and monitoring and documenting the State’s compliance with IRS requirements for tax exempt bonds.  Additionally, the Financial Analyst will assist the Division in its role to provide staff support to the Capital Debt Affordability Committee and the Commission on State Debt, including the scheduling of meetings and coordinating the production of meeting materials and required reports.  \r\rThis position will also support the Investment Division in executing investment trades including determining the amount of State funds available for investment, the desired maturity of new investments, and the market interest rates. ",0.5740455
Accounts Payable Clerk/Accounting Clerk,"\rAccounts Payable Clerk/Accounting Clerk \rAccounts Payable Accounting Clerk reports to the Director of Corporate Finance and Operations, Perform daily accounting tasks and compiles, processes and maintains accounts payable records.  Verify approval on all invoices and check requests, code invoices, maintain familiarity with foreign currency and in-house wire system, prepare and process checks for multi companies, update and maintain vendor database, process and enter 200-300 invoices per week, audit and verify expense reports, reconcile vendor statements, process and follow-up on rush items, maintain account payable files, prepare 1099s, complete bank reconciliations for all cash accounts, prepare and enter journal entries, prepare expense reports and upload them into the accounting expense reimbursement system and special projects as assigned. \r",0.5727794
